STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,org_inst,National and international organizations and institutions,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,IT,Italy,2022,,31.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,IT,Italy,2023,,29.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,IT,Italy,2024,,30.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2003,,20.0,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2004,,33.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2005,,25.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2006,,25.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2007,,40.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2008,,40.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2009,,30.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2010,,30.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2011,,30.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2012,,30.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2013,,50.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2014,,50.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2015,,50.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2016,,55.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2017,,40.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2018,,40.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2019,,40.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2020,,40.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2021,,50.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2022,,50.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2023,,50.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LI,Liechtenstein,2024,,60.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2004,,15.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2005,,15.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2006,,23.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2007,,25.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2008,,18.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2009,,17.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2010,,19.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2011,,17.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2012,,13.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2013,,18.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2014,,20.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2015,,21.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2016,,24.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2017,,26.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2018,,25.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2019,,32.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2020,,33.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2021,,43.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2022,,41.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2023,,45.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LT,Lithuania,2024,,45.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2003,,33.3,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2004,,21.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2005,,14.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2006,,21.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2007,,20.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2008,,20.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2009,,26.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2010,,26.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2011,,26.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2012,,26.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2013,,26.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2014,,27.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2015,,27.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2016,,22.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2017,,22.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2018,,22.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2019,,29.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2020,,29.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2021,,29.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2022,,35.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2023,,29.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LU,Luxembourg,2024,,33.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2003,,25.0,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2004,,25.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2005,,23.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2006,,23.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2007,,27.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2008,,27.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2009,,24.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2010,,26.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2011,,28.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2012,,30.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2013,,28.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2014,,24.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2015,,25.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2016,,21.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2017,,22.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2018,,25.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2019,,28.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2020,,25.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2021,,28.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2022,,28.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2023,,34.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,LV,Latvia,2024,,44.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,ME,Montenegro,2015,,25.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,ME,Montenegro,2016,,18.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,ME,Montenegro,2017,,20.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,ME,Montenegro,2018,,21.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,ME,Montenegro,2019,,21.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,ME,Montenegro,2020,,21.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,ME,Montenegro,2021,,30.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,ME,Montenegro,2022,,11.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,ME,Montenegro,2023,,21.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2008,,8.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2009,,13.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2010,,13.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2011,,13.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2012,,15.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2013,,10.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2014,,12.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2015,,10.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2016,,12.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2017,,14.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2018,,12.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2019,,15.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2020,,16.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2021,,16.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2022,,25.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MK,North Macedonia,2023,,27.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2004,,15.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2005,,16.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2006,,15.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2007,,15.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2008,,13.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2009,,13.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2010,,15.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2011,,14.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2012,,15.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2013,,8.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2014,,8.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2015,,8.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2016,,13.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2017,,12.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2018,,12.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2019,,8.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2020,,7.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2021,,11.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2022,,20.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2023,,20.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,MT,Malta,2024,,19.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,NL,Netherlands,2003,,38.5,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,NL,Netherlands,2004,,36.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,NL,Netherlands,2005,,34.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,NL,Netherlands,2006,,31.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,NL,Netherlands,2007,,40.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,GOV_NAT,National government,F,Females,PC_WMN,Percentage of women,NL,Netherlands,2008,,40.7,,,,,
